config,seed,head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_top_layer,local_top_head,local_top_head_dim,local_top_role_score,local_top_specialization,local_random_same_layer_role_score_mean,local_top_accuracy_delta,induction_top_layer,induction_top_head,induction_top_head_dim,induction_top_role_score,induction_top_specialization,induction_random_same_layer_role_score_mean,induction_top_accuracy_delta,same_top_slot,same_top_head_dim,role_distribution_tv_distance,role_distribution_overlap
hetero4_two48_front,7,"[48, 48, 16, 16]",0.0002772356237983331,0.00011200608969375025,0.00044246516335988417,1.0,1.0,0,3,16,0.04864819941758469,0.6787910990137777,0.006305251700496228,-0.00439453125,0,0,48,1.8946049461592338,0.3201709283111396,1.2393108593751094,-0.23977860063314438,False,False,0.45118482121814746,0.5488151787818525
hetero4_two48_front,8,"[48, 48, 16, 16]",0.0002859871165128425,0.00010107041089213453,0.000470903811219614,1.0,1.0,1,1,48,0.06471532580690109,0.682860231975679,0.01072950909838255,-0.00390625,0,2,16,2.9363593187954393,0.838821247833926,0.10973017593641998,-0.4429687336087227,False,False,0.5233444111556937,0.47665558884430625
hetero4_two48_front,9,"[48, 48, 16, 16]",0.00040659554360900074,0.00011644394908216782,0.0006967471417738125,1.0,1.0,1,1,48,0.05078038551073405,0.6318787097513779,0.010995568183716387,-0.0047607421875,1,1,48,0.7091070725145983,0.5153796388634707,0.17454593170259614,-0.14824214577674866,True,True,0.1370063487008909,0.862993651299109
hetero4_two48_front,10,"[48, 48, 16, 16]",0.0004671919086831622,0.0001335787364951102,0.0008008050863281824,1.0,1.0,1,1,48,0.050003407452095416,0.6388648779534105,0.01713872721484222,-0.0079345703125,0,0,48,1.789174003606604,0.8721537668605939,0.08006447127627325,-0.3072265237569809,False,True,0.25084540900935937,0.7491545909906405
uniform2,1,"[64, 64]",0.0002963338338304311,0.00012321618669375312,0.0004694514827860985,1.0,1.0,1,1,64,0.09760277869827405,0.6241923344049884,0.058763734183230554,-0.014404296875,0,1,64,4.919992680017458,0.8902720676720787,0.6063995978875028,-0.482096329331398,False,True,0.7969214797305089,0.20307852026949114
uniform2,2,"[64, 64]",0.0003035616973647848,0.0001353650131932227,0.00047175837971735746,1.0,1.0,1,1,64,0.1139309247246274,0.6128471894583591,0.07197337031720963,-0.0123291015625,0,0,64,2.793861222729902,0.688098690015515,1.2664011542656226,-0.30677079409360886,False,True,0.7150035451112623,0.2849964548887377
uniform2,3,"[64, 64]",0.00030772537138545886,0.0001360257028863998,0.0004794250380655285,1.0,1.0,1,1,64,0.13926310791975993,0.6281827940306424,0.08242890472865838,-0.0179443359375,1,1,64,0.7688019920933584,0.5473627020508112,0.6357547839033941,-0.15201818197965622,True,True,0.2501964742486269,0.7498035257513731
uniform2,4,"[64, 64]",0.0002944721818494145,0.00012999161663174164,0.0004589527452480979,1.0,1.0,1,1,64,0.18230943620619655,0.7028666040182675,0.07707041647699953,-0.022705078125,0,1,64,1.1746283501779544,0.5538809594919502,0.9460951194560039,-0.17187495529651642,False,True,0.5500273824376172,0.44997261756238277
uniform2,5,"[64, 64]",0.009648828592617065,0.000191375376743963,0.019106281688436866,1.0,0.9944661930203438,1,0,64,0.1609778518359235,0.6887460059234987,0.07274815230994136,-0.0343017578125,1,0,64,7.670283423969522,0.7888683613115555,2.052864061901346,-0.7190755531191826,True,True,0.10055286371682914,0.8994471362831709
uniform2,6,"[64, 64]",0.00029154549338272773,0.0001241887539435993,0.0004589022137224674,1.0,1.0,1,0,64,0.08609870759846672,0.6565563458062642,0.0450381067030321,-0.007568359375,0,1,64,2.278450333978981,0.7513831036418268,0.753891387488693,-0.313997358083725,False,True,0.5959441740676307,0.40405582593236933
uniform2,7,"[64, 64]",0.00031311001293943264,0.00013903657236369327,0.0004871834389632568,1.0,1.0,1,0,64,0.12454115004948108,0.643897285066378,0.06887657811603276,-0.0096435546875,0,0,64,3.467695231331163,0.5629876286500445,2.6917566906340653,-0.38723956048488617,False,True,0.5298540330285686,0.4701459669714314
uniform2,8,"[64, 64]",0.0003058895454159938,0.0001350366983388085,0.0004767424034071155,1.0,1.0,1,1,64,0.16003058799469727,0.6509817255621959,0.08579902858400601,-0.0208740234375,0,1,64,3.6113925033641863,0.5571138650423723,2.8709313624931383,-0.4078775718808174,False,True,0.4769809637074459,0.523019036292554
uniform2,9,"[64, 64]",0.00028535072851809673,0.0001239670982613461,0.00044673435695585795,1.0,1.0,1,0,64,0.12454705251548148,0.5772950565713172,0.09119540205392695,-0.0142822265625,0,0,64,1.1416637326001364,0.7707141444439696,0.33964258677951875,-0.19876298308372498,False,True,0.45939459184200343,0.5406054081579965
uniform2,10,"[64, 64]",0.0002655490243341774,0.00010378288607171271,0.00042731515713967383,1.0,1.0,1,1,64,0.08743989185859391,0.6004639026622256,0.058180671627269476,-0.0115966796875,0,0,64,3.4144767726247665,0.8615990031997413,0.5484767126326915,-0.35787757486104965,False,True,0.6380263907099585,0.36197360929004146
