config,seed_a,seed_b,layer,raw_diag_mean,matched_mean,random_perm_mean,matched_minus_random,raw_role_similarity,aligned_role_similarity,random_role_similarity,raw_top_head_match,aligned_top_head_match,best_assignment_json
hetero4,4,5,1,0.4552564322948456,0.4552564322948456,0.4405149891972542,0.0147414430975914,0.9960361116536784,0.9960361116536784,0.26327904522404066,True,True,"[[0, 0], [1, 1], [2, 2], [3, 3]]"
uniform2,1,2,0,0.932400107383728,0.932400107383728,0.9318433022499084,0.0005568051338196156,0.9565355793130899,0.9565355793130899,0.9145819627455591,True,True,"[[0, 0], [1, 1]]"
uniform2,1,2,1,0.6305443048477173,0.6317963004112244,0.6311077028512955,0.000688597559928894,0.6653785086829919,0.7331318362284572,0.6985776391802699,False,True,"[[0, 1], [1, 0]]"
uniform2,1,3,0,0.9278796315193176,0.9278796315193176,0.9269711595773696,0.0009084719419479859,0.9496784256944754,0.9496784256944754,0.899691137869333,True,True,"[[0, 0], [1, 1]]"
uniform2,1,3,1,0.5796183347702026,0.5805249214172363,0.5801350891590118,0.0003898322582245317,0.772037149916089,0.8397904774615543,0.8120116131679134,False,True,"[[0, 1], [1, 0]]"
uniform2,1,4,0,0.9272895455360413,0.9272895455360413,0.926650133728981,0.0006394118070602861,0.9242379588220312,0.9242379588220312,0.9510102182264929,False,False,"[[0, 0], [1, 1]]"
uniform2,1,4,1,0.5744044184684753,0.5751514434814453,0.5747928714752197,0.00035857200622557706,0.6093853555824345,0.6771386831278998,0.6439395526306219,False,True,"[[0, 1], [1, 0]]"
uniform2,1,5,0,0.9283229112625122,0.9283229112625122,0.9274105602502822,0.0009123510122299727,0.9477294963673034,0.9477294963673034,0.9561323926778619,False,False,"[[0, 0], [1, 1]]"
uniform2,1,5,1,0.5914477705955505,0.5915100574493408,0.5914814054965973,2.8651952743485865e-05,0.6484739005267506,0.716227228072216,0.6809954977485739,False,True,"[[0, 1], [1, 0]]"
uniform2,2,3,0,0.9293467998504639,0.9293467998504639,0.9285346984863281,0.0008121013641357866,0.9931428463813855,0.9931428463813855,0.9261899413494155,True,True,"[[0, 0], [1, 1]]"
uniform2,2,3,1,0.5600265264511108,0.5608134269714355,0.560380631685257,0.00043279528617856666,0.8933413587669029,0.5051689861445462,0.703136896181948,True,False,"[[0, 1], [1, 0]]"
uniform2,2,4,0,0.9300521612167358,0.931308925151825,0.9306051373481751,0.0007037878036498801,0.880773538135121,0.9430346065175897,0.9106588509587058,False,True,"[[0, 1], [1, 0]]"
uniform2,2,4,1,0.5685632228851318,0.5722297430038452,0.5705431437492371,0.0016865992546081232,0.9440068468994426,0.3425171918108917,0.6613067090078237,True,False,"[[0, 1], [1, 0]]"
uniform2,2,5,0,0.9306477904319763,0.9308774471282959,0.9307695084810257,0.00010793864727021152,0.9042650756803933,0.9195430689723175,0.9114457325275979,False,True,"[[0, 1], [1, 0]]"
uniform2,2,5,1,0.5809580087661743,0.5809580087661743,0.5789665007591247,0.001991508007049614,0.9830953918437587,0.9830953918437587,0.6823505642994832,True,True,"[[0, 0], [1, 1]]"
uniform2,3,4,0,0.9168374538421631,0.9182394742965698,0.917454342842102,0.0007851314544677912,0.8739163845165066,0.9361774528989752,0.9075373614430398,False,True,"[[0, 1], [1, 0]]"
uniform2,3,4,1,0.5714235305786133,0.5714235305786133,0.5705197715759277,0.000903759002685578,0.8373482056663455,0.8373482056663455,0.6510254668076145,True,True,"[[0, 0], [1, 1]]"
uniform2,3,5,0,0.9440922141075134,0.9440922141075134,0.9437348473072052,0.0003573668003081787,0.8974079220617788,0.8974079220617788,0.9041302391102256,False,False,"[[0, 0], [1, 1]]"
uniform2,3,5,1,0.5752102732658386,0.5763922929763794,0.5757776427268982,0.0006146502494811523,0.8764367506106616,0.4882643779883049,0.701759182930601,True,False,"[[0, 1], [1, 0]]"
