config,seed,branch_head_dims_json,eval_loss,local_loss,induction_loss,local_accuracy,induction_accuracy,local_branch0_loss_delta,local_branch1_loss_delta,induction_branch0_loss_delta,induction_branch1_loss_delta,local_branch0_specialization,local_branch1_specialization,induction_branch0_specialization,induction_branch1_specialization,local_top_branch,induction_top_branch,same_top_branch,routed_role_match,branch_distribution_distance,local_gate_branch0_mean,local_gate_branch1_mean,induction_gate_branch0_mean,induction_gate_branch1_mean,local_gate_entropy_mean,induction_gate_entropy_mean,gate_distribution_distance,gate_routed_role_match
learned_token_router,1,[64],0.0032313710544258356,0.0003176803656970151,0.0039597936847712845,1.0,0.9992187917232513,6.565387593582273e-07,5.440311205857142,0.0004153579648118466,5.658572416665265,1.2068035362022225e-07,0.9999998793196464,7.33979258046724e-05,0.9999266020741954,1,1,True,False,7.327724545104164e-05,0.00433729263022542,0.9956626892089844,0.11427990905940533,0.8857201337814331,0.027912579476833344,0.3312148079276085,0.10994258592836559,False
learned_token_router,2,[64],0.0005934727232670411,0.00030339917429955676,0.0006659910723101348,1.0,1.0,5.4386486891817185,0.0,5.782364399667131,0.00014549065963365138,1.0,0.0,0.9999748395312082,2.5160468791767137e-05,0,0,True,False,2.5160468791759423e-05,0.9973989725112915,0.002601034240797162,0.9092545807361603,0.0907454863190651,0.018036074936389923,0.26015086472034454,0.08814442192669958,False
learned_token_router,3,[64],0.012760969577357173,0.00023363367654383183,0.015892803203314543,1.0,0.9955729693174362,5.663647191366181,4.762659955304116e-07,5.866115034092218,0.005695211701095104,0.9999999159082585,8.409174148531136e-08,0.9990300756559402,0.0009699243440598703,0,0,True,False,0.0009698402523183865,0.9938928484916687,0.006107172463089228,0.894970640540123,0.10502942278981209,0.037217170000076294,0.3082558959722519,0.09892222913913429,False
learned_token_router,4,[64],0.003191844094544649,0.00033531475492054597,0.003905976365786046,1.0,0.9996094107627869,0.0,5.57737292956881,0.0002785883261822164,5.831452762533445,0.0,1.0,4.7771117944442184e-05,0.9999522288820556,1,1,True,False,4.777111794442422e-05,0.004697711206972599,0.9953023195266724,0.06102830544114113,0.938971757888794,0.02985284850001335,0.19799631461501122,0.056330577936023474,False
learned_token_router,5,[64],0.0004727477935375646,0.00017757032037479803,0.0005465421709232032,1.0,1.0,0.008174712369509507,2.865676752589934,0.004090879985596985,4.757357510563452,0.0028445145718847616,0.9971554854281153,0.0008591671378223759,0.9991408328621776,1,1,True,False,0.0019853474340623487,0.4306779205799103,0.5693221092224121,0.2617303133010864,0.7382697463035583,0.6834719181060791,0.5725097209215164,0.16894762217998505,False
oracle_route,1,[64],0.0062375934212468565,0.00011251400974288117,0.007768862997181714,1.0,0.9983073472976685,5.855933089742393,0.0,0.0,6.133879787172191,1.0,0.0,0.0,1.0,0,1,False,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
oracle_route,2,[64],0.00982599554117769,0.0001119538410421228,0.012254505651071668,1.0,0.9972656667232513,5.760904653443504,0.0,0.0,6.1476320929359645,1.0,0.0,0.0,1.0,0,1,False,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
oracle_route,3,[64],0.0032967878505587578,9.382097960042302e-05,0.004097529454156756,1.0,0.9990885853767395,5.839953657696242,0.0,0.0,6.185105613665655,1.0,0.0,0.0,1.0,0,1,False,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
oracle_route,4,[64],0.004013028083136305,0.00011096154776168987,0.004988544533262029,1.0,0.9990885704755783,5.687596701034636,0.0,0.0,6.177255637099734,1.0,0.0,0.0,1.0,0,1,False,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
oracle_route,5,[64],0.002059735415969044,0.0011937797899008729,0.002276224346132949,0.999755859375,1.0,5.95472000232985,0.0,0.0,6.175840574054746,1.0,0.0,0.0,1.0,0,1,False,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,True
